2081	44	m	2	0	0	1	0
2390	44	m	2	0	0	3	1
2714	44	m	2	0	0	1	2
3252	44	m	2	0	0	3	3
3630	44	m	2	0	0	1	7
3844	44	m	2	0	0	3	6
4174	44	m	2	0	0	1	5
4632	44	m	2	0	0	3	4
4987	44	m	2	0	0	1	8
5242	44	m	2	0	0	3	9
5621	44	m	2	0	0	1	10
5958	44	m	2	0	0	3	11
6545	44	m	2	0	0	1	14
7063	44	m	2	0	0	3	15
7715	44	m	2	0	0	1	13
7965	44	m	2	0	0	3	12
